크롤링 우선순위 리스트
====================
생성일시: 2025. 7. 21. 오전 12:07:33
총 대상 단지: 19868개

순위	점수	우선순위	거래량	단지명	위치
4634	34.1	4	  50	가야일산주택	부산진구 가야동
4635	34.1	4	  50	경동	부산진구 연지동
4636	34.1	4	  50	혜도인파크에비뉴연지	부산진구 초읍동
4637	34.1	4	  50	한국	부평구 십정동
4638	34.1	4	  50	금호타운2	북구 각화동
4639	34.1	4	  50	산격양우내안애	북구 산격동
4640	34.1	4	  50	연경우방아이유쉘더포레스트	북구 연경동
4641	34.1	4	  50	현대2차	북구 염포동
4642	34.1	4	  50	칠곡보성	북구 읍내동
4643	34.1	4	  50	동아2	북구 일곡동
4644	34.1	4	  50	천곡웰빙	북구 천곡동
4645	34.1	4	  50	침산2청구타운	북구 침산동
4646	34.1	4	  50	신명1	서구 가좌동
4647	34.1	4	  50	시티팰리스	서구 갈마동
4648	34.1	4	  50	초록마을3단지(계룡리슈빌)	서구 복수동
4649	34.1	4	  50	우진	서구 양동
4650	34.1	4	  50	서대구센트럴자이	서구 원대동3가
4651	34.1	4	  50	태영	서구 화정동
4652	34.1	4	  50	연희자이엘라	서대문구 연희동
4653	34.1	4	  50	서초교대e편한세상	서초구 서초동
4654	34.1	4	  50	정릉스카이쌍용아파트	성북구 정릉동
4655	34.1	4	  50	중앙하이츠빌1단지	성북구 정릉동
4656	34.1	4	  50	한신잠실코아	송파구 신천동
4657	34.1	4	  50	범어서한포레스트	수성구 범어동
4658	34.1	4	  50	수성태왕아너스	수성구 범어동
4659	34.1	4	  50	시지태왕아너스	수성구 시지동
4660	34.1	4	  50	삼익	양천구 목동
4661	34.1	4	  50	윤성	연수구 옥련동
4662	34.1	4	  50	경남	연제구 연산동
4663	34.1	4	  50	영도대원	영도구 영선동4가
4664	34.1	4	  50	문래두산위브	영등포구 문래동5가
4665	34.1	4	  50	강변삼성스위트	용산구 원효로4가
4666	34.1	4	  50	효창파크푸르지오	용산구 효창동
4667	34.1	4	  50	봉명시티빌	유성구 봉명동
4668	34.1	4	  50	응암푸르지오	은평구 응암동
4669	34.1	4	  50	한라그랜드	중구 반구동
4670	34.1	4	  50	번영로서한이다음1단지	중구 복산동
4671	34.1	4	  50	신한다솜	중구 성안동
4672	34.1	4	  50	동덕현대맨션	중구 태화동
4673	34.1	4	  50	양지동산맨션	중구 태화동
4674	34.1	4	  50	라이프미성	중랑구 신내동
4675	34.1	4	  50	해운대한솔솔파크	해운대구 우동
4676	34.1	4	  50	롯데캐슬마스터	해운대구 좌동
4677	34.1	4	  49	둔촌하이츠	강동구 둔촌동
4678	34.1	4	  49	현대(고덕)	강동구 명일동
4679	34.1	4	  49	번동솔그린	강북구 번동
4680	34.1	4	  49	가양우성	강서구 가양동
4681	34.1	4	  49	대림	강서구 등촌동
4682	34.1	4	  49	신안	강서구 마곡동
4683	34.1	4	  49	남광아파트	강서구 화곡동
4684	34.1	4	  49	팬더	계양구 계산동
4685	34.1	4	  49	첨단도휘에드가2차	광산구 쌍암동
4686	34.1	4	  49	중흥에스-클래스2단지	광산구 흑석동
4687	34.1	4	  49	중흥에스-클래스3단지	광산구 흑석동
4688	34.1	4	  49	자양7차현대홈타운	광진구 자양동
4689	34.1	4	  49	자양호반써밋	광진구 자양동
4690	34.1	4	  49	새솔금호	구로구 구로동
4691	34.1	4	  49	현대홈타운아파트	구로구 신도림동
4692	34.1	4	  49	우암자유4	남구 감만동
4693	34.1	4	  49	보성청록타운	남구 대명동
4694	34.1	4	  49	대공원한신휴플러스	남구 옥동
4695	34.1	4	  49	신우	남구 월산동
4696	34.1	4	  49	이천뜨란채3단지	남구 이천동
4697	34.1	4	  49	주월동이지더원1단지	남구 주월동
4698	34.1	4	  49	동아(260-5)	남동구 구월동
4699	34.1	4	  49	화랑타운아파트	노원구 공릉동
4700	34.1	4	  49	대림벽산(363)	노원구 중계동
4701	34.1	4	  49	중앙하이츠	노원구 중계동
4702	34.1	4	  49	대곡우방타운	달서구 대곡동
4703	34.1	4	  49	화원대백맨션	달성군 화원읍 성산리
4704	34.1	4	  49	청계지웰에스테이트	동대문구 답십리동
4705	34.1	4	  49	래미안엘리니티	동대문구 용두동
4706	34.1	4	  49	장안푸르미에	동대문구 장안동
4707	34.1	4	  49	월드컵아이파크(667)	마포구 성산동
4708	34.1	4	  49	동부(관교동부)	미추홀구 관교동
4709	34.1	4	  49	미추홀트루엘파크	미추홀구 학익동
4710	34.1	4	  49	유림	부산진구 가야동
4711	34.1	4	  49	서면비스타동원	부산진구 당감동
4712	34.1	4	  49	삼환	부산진구 초읍동
4713	34.1	4	  49	상우신명보람	부평구 부개동
4714	34.1	4	  49	대우	부평구 부평동
4715	34.1	4	  49	두산위브	부평구 부평동
4716	34.1	4	  49	태화프리상뜨	부평구 산곡동
4717	34.1	4	  49	운암2차남양휴튼	북구 운암동
4718	34.1	4	  49	임동2차국제미소래아파트	북구 임동
4719	34.1	4	  49	평화	북구 임동
4720	34.1	4	  49	대구역한라하우젠트센텀	북구 칠성동2가
4721	34.1	4	  49	대우	북구 화봉동
4722	34.1	4	  49	감천백산	사하구 감천동
4723	34.1	4	  49	괴정신동아파밀리에	사하구 괴정동
4724	34.1	4	  49	벽산으뜸	사하구 당리동
4725	34.1	4	  49	하단동한웅드리머스	사하구 하단동
4726	34.1	4	  49	동남	서구 가좌동
4727	34.1	4	  49	풍림	서구 가좌동
4728	34.1	4	  49	하나	서구 가좌동
4729	34.1	4	  49	마전금호어울림	서구 마전동
4730	34.1	4	  49	서초센트럴IPARK	서초구 서초동
4731	34.1	4	  49	극동그린	성동구 옥수동
4732	34.1	4	  49	극동	송파구 가락동
4733	34.1	4	  49	힐스테이트송파위례	송파구 장지동
4734	34.1	4	  49	수성해모로하이엔	수성구 파동
4735	34.1	4	  49	태평	연수구 옥련동
4736	34.1	4	  49	연제그린타워	연제구 거제동
4737	34.1	4	  49	현대타운	연제구 거제동
4738	34.1	4	  49	효성	연제구 연산동
4739	34.1	4	  49	동삼동한진로즈힐	영도구 동삼동
4740	34.1	4	  49	훼미리하우스138	영등포구 당산동
4741	34.1	4	  49	스카이뷰리브	유성구 구암동
4742	34.1	4	  49	동덕현대(103동)	중구 복산동
4743	34.1	4	  49	덕수궁롯데캐슬	중구 순화동
4744	34.1	4	  49	풍림아이원2단지2차	중구 운서동
4745	34.1	4	  49	경남아너스빌	중랑구 면목동
4746	34.1	4	  49	건영1	중랑구 상봉동
4747	34.1	4	  49	한일써너스빌	중랑구 상봉동
4748	34.1	4	  49	범양프레체	중랑구 중화동
4749	34.1	4	  49	이진	해운대구 반송동
4750	34.1	4	  49	해운대센텀트루엘2단지	해운대구 반여동
4751	34.1	4	  49	대우트럼프월드센텀	해운대구 우동
4752	34.1	4	  49	신성	해운대구 좌동
4753	34.1	4	  49	삼강	해운대구 중동
4754	34.0	4	  48	프라자	강동구 둔촌동
4755	34.0	4	  48	현대(명일)	강동구 명일동
4756	34.0	4	  48	서라1	광산구 소촌동
4757	34.0	4	  48	일신	광산구 월계동
4758	34.0	4	  48	첨단두산2	광산구 월계동
4759	34.0	4	  48	금정산한신	금정구 장전동
4760	34.0	4	  48	현대2	금정구 장전동
4761	34.0	4	  48	대흥사직스카이	남구 백운동
4762	34.0	4	  48	삼성	남구 용호동
4763	34.0	4	  48	힐스테이트지석	남구 지석동
4764	34.0	4	  48	미성	노원구 하계동
4765	34.0	4	  48	월성	달서구 송현동
4766	34.0	4	  48	럭키	도봉구 도봉동
4767	34.0	4	  48	에덴공항1	동구 불로동
4768	34.0	4	  48	라도스하임	동구 산수동
4769	34.0	4	  48	큰솔	동구 성남동
4770	34.0	4	  48	평화맨션	동구 학동
4771	34.0	4	  48	동래SKVIEW	동래구 온천동
4772	34.0	4	  48	삼환2(삼환관교2단지)	미추홀구 관교동
4773	34.0	4	  48	신비마을	미추홀구 관교동
4774	34.0	4	  48	금양아파트	미추홀구 주안동
4775	34.0	4	  48	개금주공3단지(518-0)	부산진구 당감동
4776	34.0	4	  48	허브팰리스	부산진구 범천동
4777	34.0	4	  48	아주	부평구 갈산동
4778	34.0	4	  48	한양(185-17)	부평구 산곡동
4779	34.0	4	  48	한국	부평구 삼산동
4780	34.0	4	  48	동보	부평구 십정동
4781	34.0	4	  48	브라운스톤백운	부평구 십정동
4782	34.0	4	  48	호반	북구 삼각동
4783	34.0	4	  48	운암해피아이유	북구 운암동
4784	34.0	4	  48	침산화성2	북구 침산동
4785	34.0	4	  48	코오롱하늘채1단지	북구 침산동
4786	34.0	4	  48	우성2차	사상구 모라동
4787	34.0	4	  48	신엄궁대동	사상구 엄궁동
4788	34.0	4	  48	주례롯데캐슬골드스마트	사상구 주례동
4789	34.0	4	  48	협진태양	사하구 괴정동
4790	34.0	4	  48	건우리안	사하구 하단동
4791	34.0	4	  48	진흥2	서구 가정동
4792	34.0	4	  48	마재마을주은	서구 금호동
4793	34.0	4	  48	낙원	서구 석남동
4794	34.0	4	  48	금호2	서구 풍암동
4795	34.0	4	  48	중흥아파트	서구 풍암동
4796	34.0	4	  48	독립문파크빌	서대문구 현저동
4797	34.0	4	  48	한강	서초구 잠원동
4798	34.0	4	  48	이편한세상보문	성북구 보문동3가
4799	34.0	4	  48	범어효성해링턴플레이스	수성구 범어동
4800	34.0	4	  48	대구시지푸르지오	수성구 사월동
4801	34.0	4	  48	에덴타운	수성구 지산동
4802	34.0	4	  48	신안파크	양천구 신월동
4803	34.0	4	  48	신정6현대	양천구 신정동
4804	34.0	4	  48	당산계룡리슈빌2단지	영등포구 당산동3가
4805	34.0	4	  48	당산삼성2차	영등포구 당산동4가
4806	34.0	4	  48	대교	영등포구 여의도동
4807	34.0	4	  48	현대한강	용산구 이촌동
4808	34.0	4	  48	대원그린파크	울주군 삼남읍 가천리
4809	34.0	4	  48	도룡포레미소지움	유성구 가정동
4810	34.0	4	  48	제이파크	유성구 교촌동
4811	34.0	4	  48	현대2	은평구 신사동
4812	34.0	4	  48	소담팰리스	중구 반구동
4813	34.0	4	  48	약수역더시티	중구 신당동
4814	34.0	4	  48	범태	중구 우정동
4815	34.0	4	  47	삼성한사랑1	강서구 등촌동
4816	34.0	4	  47	마곡엠밸리8단지	강서구 마곡동
4817	34.0	4	  47	마곡엠벨리(14단지)	강서구 마곡동
4818	34.0	4	  47	한성	계양구 방축동
4819	34.0	4	  47	해광샹그릴라	광산구 신창동
4820	34.0	4	  47	금호베스트빌	광진구 광장동
4821	34.0	4	  47	썬앤빌	구로구 오류동
4822	34.0	4	  47	서동삼한-1	금정구 서동
4823	34.0	4	  47	엘지금정	금정구 장전동
4824	34.0	4	  47	달동현대1	남구 달동
4825	34.0	4	  47	개나리맨션	남구 대명동
4826	34.0	4	  47	대도라이프타운	남구 문현동
4827	34.0	4	  47	문현이안	남구 문현동
4828	34.0	4	  47	미리내	남구 봉덕동
4829	34.0	4	  47	SKVIEW	남구 선암동
4830	34.0	4	  47	한일	남구 신정동
4831	34.0	4	  47	에너지밸리풍경채퍼스트파크	남구 압촌동
4832	34.0	4	  47	삼환나띠르빌	남구 야음동
4833	34.0	4	  47	대주파크빌	남구 진월동
4834	34.0	4	  47	도림아이파크	남동구 도림동
4835	34.0	4	  47	금호타운	남동구 만수동
4836	34.0	4	  47	더포레스트	남동구 서창동
4837	34.0	4	  47	달서SKVIEW	달서구 본리동
4838	34.0	4	  47	월성영남맨션	달서구 월성동
4839	34.0	4	  47	삼부덕암마을	대덕구 덕암동
4840	34.0	4	  47	아성오우션맨션	동구 동부동
4841	34.0	4	  47	에스디아이프라임	동구 신암동
4842	34.0	4	  47	로머스파크헤리티지	동구 충장로5가
4843	34.0	4	  47	제일	동작구 사당동
4844	34.0	4	  47	신촌포스빌	마포구 노고산동
4845	34.0	4	  47	동아(관교동아)	미추홀구 관교동
4846	34.0	4	  47	영진	부평구 청천동
4847	34.0	4	  47	인향	부평구 청천동
4848	34.0	4	  47	칠곡한신1	북구 관음동
4849	34.0	4	  47	부림2	북구 매곡동
4850	34.0	4	  47	코아루렉시안	북구 운암동
4851	34.0	4	  47	럭키칠곡	북구 읍내동
4852	34.0	4	  47	공작	서구 가좌동
4853	34.0	4	  47	신영	서구 가좌동
4854	34.0	4	  47	한샘	서구 가좌동
4855	34.0	4	  47	송도정림비치타운	서구 암남동
4856	34.0	4	  47	금호어울림2차(원당지구80BL3L)	서구 원당동
4857	34.0	4	  47	킴스빌리지	서초구 잠원동
4858	34.0	4	  47	중앙하이츠	성북구 석관동
4859	34.0	4	  47	빌리브범어120	수성구 범어동
4860	34.0	4	  47	남항부백자연애	영도구 남항동1가
4861	34.0	4	  47	(1101-1)	영등포구 대림동
4862	34.0	4	  47	신동아	영등포구 대림동
4863	34.0	4	  47	영등포중흥에스클래스	영등포구 양평동1가
4864	34.0	4	  47	삼호	영등포구 양평동3가
4865	34.0	4	  47	진우훼밀리아	울주군 상북면 궁근정리
4866	34.0	4	  47	삼성타운	은평구 대조동
4867	34.0	4	  47	진흥엣세벨	은평구 수색동
4868	34.0	4	  47	다운삼성	중구 다운동
4869	34.0	4	  47	청운맨션	중구 대봉동
4870	34.0	4	  47	하우스토리1차	중구 문화동
4871	34.0	4	  47	선화동스마트284	중구 선화동
4872	34.0	4	  47	경동햇빛마을2단지	중구 성안동
4873	34.0	4	  47	시영	중구 중촌동
4874	34.0	4	  47	브라운스톤태릉	중랑구 묵동
4875	34.0	4	  47	헤르만스테이트	중랑구 묵동
4876	34.0	4	  47	센텀자유	해운대구 반여동
4877	34.0	4	  47	대우월드마크센텀	해운대구 우동
4878	34.0	4	  47	현대베네시티	해운대구 우동
4879	34.0	4	  47	더샵센텀누리	해운대구 재송동
4880	34.0	4	  46	동신대아	강서구 가양동
4881	34.0	4	  46	관음삼성	강서구 염창동
4882	34.0	4	  46	기산	계양구 계산동
4883	34.0	4	  46	삼한여명	금정구 서동
4884	34.0	4	  46	감만현대3	남구 감만동
4885	34.0	4	  46	광명그린	남구 방림동
4886	34.0	4	  46	무등파크1	남구 봉선동
4887	34.0	4	  46	진아리채5차2단지	남구 송하동
4888	34.0	4	  46	미소드리움아파트	남구 신정동
4889	34.0	4	  46	브라운스톤진월	남구 진월동
4890	34.0	4	  46	팬더	남동구 간석동
4891	34.0	4	  46	롯데(505)	노원구 중계동
4892	34.0	4	  46	월성보성2	달서구 월성동
4893	34.0	4	  46	한양7	도봉구 쌍문동
4894	34.0	4	  46	우방강촌마을2	동구 방촌동
4895	34.0	4	  46	삼두1차	동구 송현동
4896	34.0	4	  46	벽산e-솔렌스힐	동구 신천동
4897	34.0	4	  46	부성한울	동구 인동
4898	34.0	4	  46	부산역유림줄리엣	동구 초량동
4899	34.0	4	  46	미리내아파트	동구 판암동
4900	34.0	4	  46	대방1차e-편한세상	동작구 대방동
4901	34.0	4	  46	상암월드컵파크5단지	마포구 상암동
4902	34.0	4	  46	신동아6	미추홀구 학익동
4903	34.0	4	  46	동아	부평구 부개동
4904	34.0	4	  46	동원	부평구 부개동
4905	34.0	4	  46	동원(82-116)	부평구 산곡동
4906	34.0	4	  46	삼보	부평구 산곡동
4907	34.0	4	  46	동암비버리씨티	부평구 십정동
4908	34.0	4	  46	태평양그린	북구 구포동
4909	34.0	4	  46	금광	북구 양산동
4910	34.0	4	  46	제일	북구 침산동
4911	34.0	4	  46	화인	사상구 모라동
4912	34.0	4	  46	신익타운	사하구 괴정동
4913	34.0	4	  46	당리에덴동산타운	사하구 당리동
4914	34.0	4	  46	신명2	서구 가좌동
4915	34.0	4	  46	신현대	서구 가좌동
4916	34.0	4	  46	이노빌	서구 둔산동
4917	34.0	4	  46	화정우미	서구 화정동
4918	34.0	4	  46	청구3차	서대문구 홍제동
4919	34.0	4	  46	래미안서초스위트	서초구 서초동
4920	34.0	4	  46	서울숲삼부아파트	성동구 행당동
4921	34.0	4	  46	현대I-PARK	성북구 보문동3가
4922	34.0	4	  46	대광	성북구 안암동3가
4923	34.0	4	  46	태왕하이츠2	수성구 매호동
4924	34.0	4	  46	수성영남	수성구 수성동1가
4925	34.0	4	  46	청구전원타운	수성구 시지동
4926	34.0	4	  46	영남맨션	수성구 지산동
4927	34.0	4	  46	광안동에스케이뷰	수영구 광안동
4928	34.0	4	  46	엑슬루타워	수영구 남천동
4929	34.0	4	  46	신정두산위브	양천구 신월동
4930	34.0	4	  46	경남아너스빌	양천구 신정동
4931	34.0	4	  46	청구	양천구 신정동
4932	34.0	4	  46	송도웰카운티4단지	연수구 송도동
4933	34.0	4	  46	거제동2차동원로얄듀크	연제구 거제동
4934	34.0	4	  46	연산동한솔솔파크	연제구 연산동
4935	34.0	4	  46	리버뷰	영등포구 당산동
4936	34.0	4	  46	당산금호어울림	영등포구 당산동4가
4937	34.0	4	  46	경남	영등포구 신길동
4938	34.0	4	  46	나이스팰리스	유성구 봉명동
4939	34.0	4	  46	노블레스타워	유성구 봉명동
4940	34.0	4	  46	장대푸르지오	유성구 장대동
4941	34.0	4	  46	대림아파트(276)	은평구 녹번동
4942	34.0	4	  46	폭포동4단지힐스테이트(408~422동)BL3-9	은평구 진관동
4943	34.0	4	  46	아남1	종로구 명륜2가
4944	34.0	4	  46	동덕현대(104동)	중구 복산동
4945	34.0	4	  46	주공스카이빌12단지	중구 운서동
4946	34.0	4	  46	큰솔아파트102동	중구 유천동
4947	34.0	4	  46	국제강변	중구 태화동
4948	34.0	4	  46	리버스위트	중구 태화동
4949	34.0	4	  46	DUO302	중구 황학동
4950	34.0	4	  46	벽산	중랑구 신내동
4951	34.0	4	  46	해운대비치베르빌	해운대구 중동
4952	33.9	4	  45	신성둔촌미소지움2	강동구 둔촌동
4953	33.9	4	  45	우성	강서구 등촌동
4954	33.9	4	  45	한솔솔파크	강서구 마곡동
4955	33.9	4	  45	삼성한마음	강서구 염창동
4956	33.9	4	  45	염창동한강우성	강서구 염창동
4957	33.9	4	  45	현대	강화군 강화읍 갑곳리
4958	33.9	4	  45	신창2차남양휴튼	광산구 신창동
4959	33.9	4	  45	이튼타워리버5차	광진구 자양동
4960	33.9	4	  45	한양아이클래스구로	구로구 개봉동
4961	33.9	4	  45	유림노르웨이아침	금정구 구서동
4962	33.9	4	  45	쌍용	금정구 부곡동
4963	33.9	4	  45	보라	남구 야음동
4964	33.9	4	  45	금오그린	남구 옥동
4965	33.9	4	  45	진아하이빌2차	남구 진월동
4966	33.9	4	  45	효천하우스디	남구 행암동
4967	33.9	4	  45	동양엔파트	노원구 상계동
4968	33.9	4	  45	한신1차	노원구 상계동
4969	33.9	4	  45	라이프	노원구 중계동
4970	33.9	4	  45	우성	노원구 하계동
4971	33.9	4	  45	현대	노원구 하계동
4972	33.9	4	  45	월배동화타운	달서구 대곡동
4973	33.9	4	  45	송현제림	달서구 송현동
4974	33.9	4	  45	용산동서우방	달서구 용산동
4975	33.9	4	  45	진천현대	달서구 진천동
4976	33.9	4	  45	죽곡푸르지오1단지	달성군 다사읍 매곡리
4977	33.9	4	  45	삼호맨션	대덕구 비래동
4978	33.9	4	  45	한남	대덕구 오정동
4979	33.9	4	  45	한양1	도봉구 쌍문동
4980	33.9	4	  45	센트럴오션파크	동구 방어동
4981	33.9	4	  45	보성강남타운	동구 방촌동
4982	33.9	4	  45	울산지웰시티자이2단지	동구 서부동
4983	33.9	4	  45	신기모란2차	동구 신기동
4984	33.9	4	  45	신천역까사밀라102동	동구 신천동
4985	33.9	4	  45	율하센트럴파크8단지	동구 율하동
4986	33.9	4	  45	신답극동	동대문구 답십리동
4987	33.9	4	  45	브라운스톤휘경	동대문구 휘경동
4988	33.9	4	  45	보라매파크빌	동작구 신대방동
4989	33.9	4	  45	마포동원베네스트	마포구 도화동
4990	33.9	4	  45	숭의동아르떼노블	미추홀구 숭의동
4991	33.9	4	  45	주안프라움에스	미추홀구 주안동
4992	33.9	4	  45	현광2차	미추홀구 학익동
4993	33.9	4	  45	가야센트레빌	부산진구 가야동
4994	33.9	4	  45	오성	부평구 부개동
4995	33.9	4	  45	헤리움	부평구 부평동
4996	33.9	4	  45	우미	북구 오치동
4997	33.9	4	  45	용봉아이파크	북구 용봉동
4998	33.9	4	  45	중흥2	북구 운암동
4999	33.9	4	  45	중흥동도나우타운	북구 중흥동
5000	33.9	4	  45	우신	북구 화명동
5001	33.9	4	  45	리버팰리스	사하구 장림동
5002	33.9	4	  45	장림우림그린맨션	사하구 장림동
5003	33.9	4	  45	진주5	서구 가좌동
5004	33.9	4	  45	동산아파트1	서구 갈마동
5005	33.9	4	  45	오벨리스크	서구 갈마동
5006	33.9	4	  45	광장타운1차	서구 내당동
5007	33.9	4	  45	천일월드빌	서구 변동
5008	33.9	4	  45	대신해모로센트럴아파트	서구 서대신동2가
5009	33.9	4	  45	원흥	서구 신현동
5010	33.9	4	  45	동남	서구 쌍촌동
5011	33.9	4	  45	위즈	서구 탄방동
5012	33.9	4	  45	e-편한세상	서구 화정동
5013	33.9	4	  45	한신서래	서초구 반포동
5014	33.9	4	  45	롯데캐슬헤론	서초구 방배동
5015	33.9	4	  45	방배그랑자이	서초구 방배동
5016	33.9	4	  45	호반써밋송도	연수구 송도동
5017	33.9	4	  45	일신마리나	영도구 청학동
5018	33.9	4	  45	당산반도유보라팰리스	영등포구 당산동4가
5019	33.9	4	  45	우성3	영등포구 신길동
5020	33.9	4	  45	한솔	영등포구 양평동6가
5021	33.9	4	  45	문수마을수필	울주군 범서읍 굴화리
5022	33.9	4	  45	상아비취	울주군 온양읍 대안리
5023	33.9	4	  45	스마트시티2단지	유성구 도룡동
5024	33.9	4	  45	노블레스투	유성구 봉명동
5025	33.9	4	  45	경희궁롯데캐슬	종로구 무악동
5026	33.9	4	  45	문화마을1단지	중구 문화동
5027	33.9	4	  45	봉산뜨란채	중구 봉산동
5028	33.9	4	  45	동아(92-0)	중구 영주동
5029	33.9	4	  45	진흥 마제스타워 울산Ⅱ	중구 우정동
5030	33.9	4	  45	삼정아트테라스정동	중구 정동
5031	33.9	4	  45	포시티	중랑구 상봉동
5032	33.9	4	  45	그린파크	해운대구 반여동
5033	33.9	4	  45	센텀리슈빌1단지	해운대구 재송동
5034	33.9	4	  45	신동아	해운대구 재송동
5035	33.9	4	  44	강일리버파크3단지	강동구 강일동
5036	33.9	4	  44	해모로아파트	강북구 번동
5037	33.9	4	  44	브라운스톤계양스카이	계양구 작전동
5038	33.9	4	  44	백영	계양구 효성동
5039	33.9	4	  44	어등산진아리채리버필드	광산구 선암동
5040	33.9	4	  44	구의현대7단지현대홈타운	광진구 구의동
5041	33.9	4	  44	대림e-편한세상7	구로구 신도림동
5042	33.9	4	  44	동부산동원로얄듀크	기장군 기장읍 내리
5043	33.9	4	  44	웨이브리즈	기장군 기장읍 청강리
5044	33.9	4	  44	남양휴튼	남구 노대동
5045	33.9	4	  44	달동우방맨션	남구 달동
5046	33.9	4	  44	현대(1203-47)	남구 대연동
5047	33.9	4	  44	무거한라1차	남구 무거동
5048	33.9	4	  44	무거한라4차	남구 무거동
5049	33.9	4	  44	방림광신프로그레스	남구 방림동
5050	33.9	4	  44	대흥양림스카이	남구 백운동
5051	33.9	4	  44	봉덕한라하우젠트퍼스트	남구 봉덕동
5052	33.9	4	  44	이안신정	남구 신정동
5053	33.9	4	  44	자유1	남구 우암동
5054	33.9	4	  44	대덕훼밀리	남구 진월동
5055	33.9	4	  44	상계1차중앙하이츠	노원구 상계동
5056	33.9	4	  44	코오롱하늘채	달서구 진천동
5057	33.9	4	  44	대구혁신도시서한이다음4차	동구 숙천동
5058	33.9	4	  44	태왕아너스리버파크	동구 지저동
5059	33.9	4	  44	대우	동대문구 이문동
5060	33.9	4	  44	동부현대	동래구 온천동
5061	33.9	4	  44	상암월드컵파크3단지	마포구 상암동
5062	33.9	4	  44	상암월드컵파크6단지	마포구 상암동
5063	33.9	4	  44	삼익아파트	부산진구 당감동
5064	33.9	4	  44	탑패밀리	부산진구 범천동
5065	33.9	4	  44	메리움	부산진구 부암동
5066	33.9	4	  44	삼정코아	부산진구 전포동
5067	33.9	4	  44	정광	부평구 갈산동
5068	33.9	4	  44	태화(363)	부평구 갈산동
5069	33.9	4	  44	미도6	부평구 청천동
5070	33.9	4	  44	각화센트럴파크3차	북구 각화동
5071	33.9	4	  44	AM-City	북구 매곡동
5072	33.9	4	  44	산격거평	북구 산격동
5073	33.9	4	  44	대웅	북구 오치동
5074	33.9	4	  44	미래하이클래스	북구 용두동
5075	33.9	4	  44	참누리아파트	사하구 괴정동
5076	33.9	4	  44	인향	서구 가좌동
5077	33.9	4	  44	현대3	서구 가좌동
5078	33.9	4	  44	효정	서구 가좌동
5079	33.9	4	  44	쌍용예가	서구 금호동
5080	33.9	4	  44	경남3차	서구 도마동
5081	33.9	4	  44	송도서린엘마르	서구 암남동
5082	33.9	4	  44	충정리시온	서대문구 충정로3가
5083	33.9	4	  44	두산	서대문구 홍은동
5084	33.9	4	  44	대우(효령)	서초구 방배동
5085	33.9	4	  44	임광	서초구 방배동
5086	33.9	4	  44	현대아파트	서초구 서초동
5087	33.9	4	  44	강변	서초구 잠원동
5088	33.9	4	  44	한화오벨리스크	송파구 가락동
5089	33.9	4	  44	마크팰리스범어	수성구 범어동
5090	33.9	4	  44	정화우방팔레스	수성구 상동
5091	33.9	4	  44	시지효성백년가약1단지	수성구 신매동
5092	33.9	4	  44	청구타운	수성구 지산동
5093	33.9	4	  44	광안더샵	수영구 광안동
5094	33.9	4	  44	목동현대1	양천구 목동
5095	33.9	4	  44	현대	연수구 동춘동
5096	33.9	4	  44	포레나 신길	영등포구 신길동
5097	33.9	4	  44	대우트럼프월드Ⅰ	영등포구 여의도동
5098	33.9	4	  44	수정	영등포구 여의도동
5099	33.9	4	  44	용산파크타워(24-0)	용산구 용산동5가
5100	33.9	4	  44	스카이뷰리버	유성구 봉명동
5101	33.9	4	  44	녹번역센트레빌	은평구 응암동
5102	33.9	4	  44	신한그린맨션	중구 복산동
5103	33.9	4	  44	동대문와이즈캐슬	중구 흥인동
5104	33.9	4	  44	신영	중랑구 면목동
5105	33.9	4	  44	에덴동산타운	해운대구 반여동
5106	33.9	4	  44	달맞이경동메르빌	해운대구 중동
5107	33.9	4	  44	해운대경보이리스오션	해운대구 중동
5108	33.8	4	  43	방화4단지	강서구 방화동
5109	33.8	4	  43	명진파크뷰	강서구 지사동
5110	33.8	4	  43	그랑프리타워	강화군 강화읍 관청리
5111	33.8	4	  43	뉴서울1	계양구 계산동
5112	33.8	4	  43	벽산블루밍3차	관악구 봉천동
5113	33.8	4	  43	건영2	관악구 신림동
5114	33.8	4	  43	대덕9	광산구 송정동
5115	33.8	4	  43	대동	광진구 자양동
5116	33.8	4	  43	한라아파트	광진구 자양동
5117	33.8	4	  43	청구	구로구 고척동
5118	33.8	4	  43	천왕연지타운2단지	구로구 천왕동
5119	33.8	4	  43	허브팰리스장전	금정구 장전동
5120	33.8	4	  43	삼환아르누보	남구 달동
5121	33.8	4	  43	한화꿈에그린	남구 문현동
5122	33.8	4	  43	방림명지로드힐	남구 방림동
5123	33.8	4	  43	봉덕2차화성파크드림	남구 봉덕동
5124	33.8	4	  43	한라훼미리	남구 야음동
5125	33.8	4	  43	신영루체빌	남구 주월동
5126	33.8	4	  43	고운하이플러스1차	남구 진월동
5127	33.8	4	  43	동부아파트	노원구 공릉동
5128	33.8	4	  43	한일유앤아이	노원구 상계동
5129	33.8	4	  43	경일(1,2,3동)	달성군 논공읍 남리
5130	33.8	4	  43	달성삼환나우빌	달성군 옥포읍 본리리
5131	33.8	4	  43	코스모스	동구 신천동
5132	33.8	4	  43	호반맨션	동구 용산동
5133	33.8	4	  43	휘경미소지움	동대문구 휘경동
5134	33.8	4	  43	센텀유림노르웨이숲	동래구 안락동
5135	33.8	4	  43	상도두산위브	동작구 상도동
